,resolution_number,date,size,issue,legislation,outcome,text,contract,acuerdo_marco
1057,0576/2017,2017-06-30,192.51,Pliegos,TRLCSP,Estimacion Parcial," Estimacion parcial.  Doctrina del Tribunal sobre obligacion de subrogacion de trabajadores (articulo 120 del ) No corresponde al organo de contratacion hacer pronunciamiento sobre la existencia y alcance de la obligacion laboral de subrogacion sino informar a los posible licitadores, en el caso en que dicha obligacion este impuesta por la legislacion laboral aplicable.  Convenio preve subrogacion.  Precio de licitacion insuficiente para cubrir los costes de personal, doctrina TACRC.  No exigencia de garantia definitiva justificada. ",Servicios,False
1058,0551/2017,2017-06-28,292.99,Adjudicacion,,NaN,None,Servicios,False
1059,0547/2017,2017-06-23,679.82,Adjudicacion,TRLCSP,NaN,NaN,Suministro,False
1060,0548/2017,2017-06-23,423.48,Licitacion,,Desestimacion,None,Suministro,False
1061,0549/2017,2017-06-23,430.2,Pliegos,LCSPDS,NaN,NaN,Servicios,False
1062,0550/2017,2017-06-23,722.49,Pliegos,,NaN,None,Servicios,False
1063,0552/2017,2017-06-23,436.74,Exclusion,LCSE,Desestimacion, Desestimacion.  Error en la oferta economica.  Doctrina del Tribunal sobre los errores en la oferta economica: posibilidad de subsanacion de la oferta cuando se trata de un error meramente formal o material y especialmente cuando la subsanacion no requiere interpretacion de la oferta.  Error facilmente subsanable mediante una simple operacion matematica teniendo presente el importe no susceptible de baja. ,NaN,False
1064,0553/2017,2017-06-23,333.86,Adjudicacion,,NaN,None,Servicios,False
1065,0554/2017,2017-06-23,297.43,Pliegos,,NaN,None,Servicios,False
1066,0555/2017,2017-06-23,439.65,Adjudicacion,,NaN,None,Servicios,False
1067,0573/2017,2017-06-23,518.67,Adjudicacion,,NaN,None,Servicios,False
1068,0556/2017,2017-06-23,446.31,Exclusion,,NaN,None,Servicios,False
1069,0546/2017,2017-06-23,626.87,Pliegos,,NaN,None,Servicios,False
1070,0557/2017,2017-06-23,325.71,Pliegos,,NaN,None,Servicios,False
1071,0558/2017,2017-06-23,326.43,Exclusion,,NaN,None,Suministro,False
1072,0559/2017,2017-06-23,290.02,NaN,,Desestimacion,None,NaN,False
1073,0560/2017,2017-06-23,515.34,Exclusion,,NaN,None,Servicios,False
1074,0572/2017,2017-06-23,143.93,Exclusion,,NaN,None,Servicios,False
1075,0561/2017,2017-06-23,327.9,Pliegos,,Inadmision,None,Servicios,False
1076,0562/2017,2017-06-23,337.32,Exclusion,,Desestimacion,None,Suministro,False
1077,0563/2017,2017-06-23,403.32,Adjudicacion,TRLCSP,Desestimacion," Desestimacion.  Adjudicacion conforme a derecho, la oferta no esta incursa en baja temeraria, la temeridad ha de ser valorada conforme a lo dispuesto en el PCAP.  Adecuada valoracion de la oferta de la adjudicataria por lo que se refiere a los requisitos tecnicos del personal ofertado.  Cumplimiento de los requisitos de solvencia tecnica. ",Servicios,False
1078,0564/2017,2017-06-23,295.28,Pliegos,TRLCSP,Inadmision, Inadmision.  Recurso extemporaneo. ,Suministro,False
1079,0565/2017,2017-06-23,542.76,Adjudicacion,,Estimacion,None,Servicios,False
1080,0566/2017,2017-06-23,268.17,Pliegos,,NaN,None,Servicios,False
1081,0567/2017,2017-06-23,305.23,NaN,,NaN,None,Servicios,False
1082,0568/2017,2017-06-23,247.07,NaN,,NaN,None,Servicios,False
1083,0569/2017,2017-06-23,268.93,Adjudicacion,,NaN,None,Servicios,False
1084,0570/2017,2017-06-23,255.75,Pliegos,,NaN,None,Servicios,False
1085,0571/2017,2017-06-23,233.43,Adjudicacion,,NaN,None,Obras,False
1086,0520/2017,2017-06-16,259.32,Exclusion,TRLCSP,Desestimacion, Desestimacion.  La oferta se debe ajustar a las especificaciones tecnicas del pliego.  Discrecionalidad tecnica del organo de contratacion para apreciarlo.  No procede la subsanacion. ,Servicios,False
1087,0543/2017,2017-06-16,102.01,Adjudicacion,TRLCSP,Desestimacion, Desestimacion.  Valoracion de las ofertas de acuerdo con la documentacion presentada por los licitadores.  No se ha justificado la falsedad de la misma por parte del recurrente,Servicios,False
1088,0522/2017,2017-06-16,167.08,Pliegos,TRLCSP,Desestimacion," Desestimacion.  Aplicacion de legislacion autonomica conforme al principio de igualdad del .  Solvencia economica, criterio de proporcionalidad.  Solvencia tecnica, doctrina del Tribunal. ",Servicios,False
1089,0523/2017,2017-06-16,108.57,Pliegos,TRLCSP,Estimacion, Estimacion.  Improcedencia de configurar como criterio de adjudicacion un certificado de calidad. ,Servicios,False
1090,0524/2017,2017-06-16,183.72,Pliegos,TRLCSP,Desestimacion, Desestimacion.  Legitimacion activa del sindicato impugnante.  Computo de los plazos para recurrir contra los pliegos: recurso dentro del plazo.  Subrogacion del personal laboral de la contratista prestadora del servicio.  Doctrina del Tribunal sobre el articulo 120 del : convenio colectivo y clausula de subrogacion versus la obligacion de informacion.  Pliegos conformes a Derecho. ,Servicios,False
1091,0525/2017,2017-06-16,85.07,Pliegos,,NaN,None,NaN,False
1092,0526/2017,2017-06-16,110.09,Adjudicacion,TRLCSP,Inadmision, Inadmision.  Falta de legitimacion. ,Suministro,False
1093,0544/2017,2017-06-16,132.0,Adjudicacion,TRLCSP,Desestimacion, Desestimacion.  Empresas del mismo grupo y doctrina de levantamiento del velo.  Oferta incursa en presuncion de anormalidad suficientemente justificada. ,Servicios,False
1094,0527/2017,2017-06-16,111.43,Adjudicacion,LCSE,Desestimacion, Desestimacion.  Interpretacion de los requisitos de solvencia conforme al objeto y finalidad del TRLCSP.  Interpretacion que no es contraria al tenor literal de la clausula ni resulta irrazonable. ,Servicios,False
1095,0528/2017,2017-06-16,132.57,Exclusion,TRLCSP,Desestimacion," Desestimacion.  Pliego lex contractus.  Presentacion justificacion oferta desproporcionada ante el organo de contratacion, ni rige supletoriamente la Ley 30/1992 para presentar escritos en oficinas de Correos. ",Suministro,False
1096,0530/2017,2017-06-16,300.69,Exclusion,TRLCSP,Desestimacion," Desestimacion.  Admision del recurso, cuyo valor estimado no alcanza el umbral del articulo 8 de la Directiva 2014/243/UE, pero si reune los requisitos exigidos en el articulo 40. 1. c) del .  Oferta incursa en valores anormales o desproporcionados.  Examen del tramite de justificacion de la viabilidad economica de la oferta. ",Gestion de servicios publicos,False
1097,0532/2017,2017-06-16,189.0,Adjudicacion,TRLCSP,Desestimacion, Desestimacion.  Pliegos lex contractus.  En el supuesto que se analiza no hay ruptura de los principios de igualdad y de secreto. ,Servicios,False
1098,0533/2017,2017-06-16,156.85,Adjudicacion,TRLCSP,Desestimacion," Desestimacion.  El recurrente plantea: que los pliegos son nulos por infringir las recomendaciones dadas a los organos administrativos a fin de evitar supuestos de cesion ilegal, y que le corresponde una puntuacion superior de su oferta tecnica valorable con criterios no automaticos.  Impugnacion extemporanea de los pliegos, que no incurren en nulidad de pleno derecho.  Criterios no evaluables mediante formulas.  Hay informe tecnico que asigna la puntuacion a las distintas ofertas, que hace suyo el acuerdo de adjudicacion.  Ámbito de discrecionalidad tecnica del organo de contratacion. ",Servicios,False
1099,0534/2017,2017-06-16,145.17,Pliegos,TRLCSP,Desestimacion," Desestimacion.  Recurre una asociacion de empresas del sector, que pide la nulidad del PCAP por exigir un requisito de solvencia economica que consideran desproporcionado: importe del volumen de negocios del doble del importe del contrato durante los tres ultimos años.  Se reitera la doctrina de este Tribunal sobre la cuestion, el organo de contratacion justifica la solvencia exigida en relacion con el objeto del contrato. ",Suministro,False
1100,0545/2017,2017-06-16,248.47,Adjudicacion,TRLCSP,Desestimacion, Desestimacion.  Confidencialidad de parte del informe de valoracion.  Subsanacion de documentacion administrativa.  Valoracion en procedimientos de contratacion anteriores.  Valoracion criterios de adjudicacion. ,Servicios,False
1101,0535/2017,2017-06-16,122.15,Adjudicacion,TRLCSP,Desestimacion," Desestimacion.  Dos cuestiones.  En las ofertas economicas de los licitadores se formulan por un año de duracion, cuando el contrato es por dos años.  La Mesa no le ofrece duda que los licitadores han incurrido en un error de cuenta o material, por lo que, de oficio multiplica por dos la oferta hecha por un año.  Actuacion correcta, inspirada por un criterio de interpretacion antiformalista.  Segunda cuestion.  No incluir en sobre 3, informacion sobre medios personales y materiales a adscribir al contrato, cuando se ha incluido en sobre 2.  La informacion no afecta a la valoracion de la oferta economica.  Defecto formal o irregularidad formal. ",Servicios,False
1102,0542/2017,2017-06-16,193.21,Adjudicacion,LCSE,Desestimacion, Desestimacion.  Error material en el oferta economica: subsanable por que dar evidenciado por los mismos documentos incluidos en la oferta economica.  Ofertas con valores anormales o desproporcionados.  Doctrina del Tribunal. ,Servicios,False
1103,0536/2017,2017-06-16,87.46,Pliegos,TRLCSP,Inadmision, Inadmision.  Presentado fuera de plazo. ,Servicios,False
1104,0537/2017,2017-06-16,89.51,Pliegos,TRLCSP,Inadmision, Inadmision.  Presentado fuera de plazo. ,Servicios,False
1105,0538/2017,2017-06-16,76.59,Exclusion,TRLCSP,Inadmision, Inadmision.  Presentacion en papel. ,Suministro,False
1106,0539/2017,2017-06-16,89.19,Pliegos,TRLCSP,Inadmision, Inadmision.  Presentado fuera de plazo. ,Servicios,False
1107,0540/2017,2017-06-16,88.82,Pliegos,TRLCSP,Inadmision, Inadmision.  Presentado fuera de plazo. ,Servicios,False
1108,0541/2017,2017-06-16,82.17,Pliegos,TRLCSP,Inadmision, Inadmision.  Alega el recurrenteque en los pliegos impugnados no se recogen adecuadamente las consecuencias de un recurso anterior (no 183/2017) estimado parcialmente por el TACRC por considerar que no se determinaba con precision el objeto del contrato. ,Servicios,False
1109,0529/2017,2017-06-16,231.39,Pliegos,TRLCSP,Desestimacion, Desestimacion.  Doctrina del Tribunal sobre las clausulas de subrogacion de los trabajadores.  Improcedencia de incluir en el PCAP una obligacion de subrogacion impuesta directamente por la Administracion y no por convenio colectivo. ,Servicios,False
1110,0521/2017,2017-06-16,150.46,Adjudicacion,TRLCSP,Desestimacion, Desestimacion.  Oscuridad o ambigüedad de los pliegos inexistente.  Extension maxima de la oferta tecnica.  Doctrina del Tribunal. ,Servicios,False
1111,0531/2017,2017-06-16,135.98,Pliegos,TRLCSP,Estimacion Parcial, Estimacion parcial.  Nulidad de los criterios de adjudicacion consistentes en premios y reconocimientos obtenidos por los licitadores. ,Suministro,False
1112,0487/2017,2017-06-08,113.9,Exclusion,TRLCSP,Desestimacion, Desestimacion.  Recurso fundado en la oscuridad o ambigüedad del pliego.  Mediante una interpretacion sistematica de los pliegos es posible conocer con claridad las exigencias de los servicios que deben concurrir en los servicios que se licitan. ,Servicios,False
1113,0517/2017,2017-06-08,149.99,Pliegos,TRLCSP,Desestimacion," Desestimacion.  Solvencia tecnica principio de “libertad con idoneidad”: los ingenieros de caminos, canales y puertos pueden constituir el equipo minimo de varias actividades que forman parte del objeto del contrato y participar en el resto como equipo mas amplio.  No hay restriccion a la competencia",Servicios,False
1114,0513/2017,2017-06-08,176.98,NaN,,Desestimacion,None,Servicios,False
1115,0489/2017,2017-06-08,141.13,Adjudicacion,TRLCSP,Desestimacion, Desestimacion.  Validez de la documentacion aportada por el adjudicatario para acreditar la sustitucion de uno de los vehiculos ofertados. ,Servicios,False
1116,0516/2017,2017-06-08,120.56,Adjudicacion,TRLCSP,Inadmision," Inadmision por falta de legitimacion activa.  No hay reformatio in peius, sino ejercicio del derecho de defensa del adjudicatario",Servicios,False
1117,0490/2017,2017-06-08,117.56,Exclusion,TRLCSP,Desestimacion," Desestimacion. Inclusion en el sobre no 1 “documentacion administrativa”, de documentacion referente a los criterios evaluables mediante juicios de valor.  Informacion trascendente para la valoracion posterior.  Incumplimiento del deber desecreto de las proposiciones lo que lleva aparejado la vulneracion de los principios de igualdad y transparencia. ",Servicios,False
1118,0492/2017,2017-06-08,84.01,Adjudicacion,TRLCSP,Desestimacion, Desestimacion.  Acreditacion suficiente. ,Servicios,False
1119,0493/2017,2017-06-08,124.19,Adjudicacion,TRLCSP,Desestimacion, Desestimacion.  Declaracion responsable.  Momento de acreditacion de solvencia tecnica.  Subsanacion.  Acreditacion de experiencia por certificados de buena ejecucion.  No es lo mismo servicio ejecutado que contrato finalizado. ,Servicios,False
1120,0494/2017,2017-06-08,131.31,Pliegos,TRLCSP,Desestimacion," Desestimacion.  No se infringe ninguna norma de derecho sustantivo por los pliegos, y el libre mercado y las relaciones economicas no es que impidan, sino que permiten que las agencias de viajes obtengan descuentos por sus volumenes de operaciones con los prestadores del servicio de transporte. ",Servicios,False
1121,0495/2017,2017-06-08,105.9,Pliegos,TRLCSP,Desestimacion," Desestimacion.  Solvencia tecnica o profesional, experiencia en prestaciones similares al contrato licitado, nueva empresa. ",Servicios,False
1122,0514/2017,2017-06-08,101.67,Adjudicacion,TRLCSP,Desestimacion, Desestimacion.  Compromiso de adscripcion de medios materiales.  modificacion de la oferta por sustitucion de un elemento de la oferta,Servicios,False
1123,0515/2017,2017-06-08,108.06,Pliegos,TRLCSP,Desestimacion, Desestimacion.  Exigencia de requisitos tecnicos que son adecuados a la finalidad perseguida por el contrato.  Inexistencia de prueba de que su exigencia restrinja sustancialmente la competencia,Servicios,False
1124,0519/2017,2017-06-08,185.5,Pliegos,TRLCSP,Desestimacion," Inadmision de unas pretensiones y desestimacion de la unica para la que cuenta con legitimacion el recurrente, debido a su objeto social. ",Servicios,False
1125,0496/2017,2017-06-08,180.55,Adjudicacion,TRLCSP,Desestimacion, Desestimacion: No se justifica el incumplimiento de requisitos tecnicos por parte del adjudicatario denunciado por el recurrente.  Doctrina del Tribunal sobre los efectos del incumplimiento de prescripciones tecnicas. ,Servicios,False
1126,0497/2017,2017-06-08,163.93,Exclusion,TRLCSP,Desestimacion, Desestimacion.  Doctrina sobre subsanacion. No adecuada la documentacion para acreditar la capacidad de obrar y solvencia de la empresa licitadora. ,Suministro,False
1127,0498/2017,2017-06-08,191.54,Adjudicacion,TRLCSP,Desestimacion, Desestimacion: No se justifica el incumplimiento de requisitos tecnicos por parte del adjudicatario denunciado por el recurrente.  Doctrina del Tribunal sobre los efectos del incumplimiento de prescripciones tecnicas. ,Servicios,False
1128,0518/2017,2017-06-08,131.72,Adjudicacion,TRLCSP,Desestimacion, Desestimacion.  Alegacion de existencia de pactos colusorios en las agrupaciones de las empresas licitadoras en UTES: debera hacerse valer ante el organo competente sin que pueda ser examinada por este Tribunal.  La oferta presentada solo podra ser subsanada para corregir un error material.  Imposibilidad de valorar un posible y eventual incumplimiento de la prestacion en esta fase de la licitacion para anular la adjudicacion salvo cuando del contenido de la oferta pudiera ya concluirse dicho incumplimiento por no ajustarse a lo exigido en los Pliegos. ,Servicios,False
